frame,class,conf,x1,y1,x2,y2
frame_000048.jpg,crack,0.231,1147.9,0.0,1225.2,167.3
frame_000048.jpg,crack,0.121,982.7,1244.6,1093.0,1874.8
frame_000049.jpg,crack,0.163,1078.4,0.0,1174.4,556.0
frame_000051.jpg,crack,0.296,1033.5,0.0,1100.4,336.8
frame_000052.jpg,crack,0.144,978.7,0.0,1081.6,747.7
frame_000055.jpg,crack,0.115,924.4,0.0,988.8,96.3
frame_000056.jpg,crack,0.424,863.0,0.0,965.4,532.5
frame_000057.jpg,crack,0.488,855.3,0.0,906.9,184.6
frame_000057.jpg,crack,0.188,855.0,0.0,932.2,186.3
frame_000057.jpg,crack,0.169,222.0,0.0,296.9,143.5
frame_000057.jpg,crack,0.135,788.6,297.7,888.6,933.7
frame_000058.jpg,crack,0.541,765.8,0.0,862.6,582.4
frame_000058.jpg,crack,0.505,703.4,682.1,817.2,1322.7
frame_000058.jpg,crack,0.366,615.2,1388.7,749.8,2160.0
frame_000058.jpg,crack,0.238,2360.7,0.0,2431.6,348.5
frame_000059.jpg,crack,0.575,628.8,1065.9,743.7,1706.4
frame_000059.jpg,crack,0.498,694.4,0.0,831.9,969.5
frame_000059.jpg,crack,0.471,577.8,1784.7,668.3,2154.6
frame_000059.jpg,crack,0.223,2285.7,317.0,2361.4,730.4
frame_000059.jpg,crack,0.198,124.6,0.0,211.6,427.5
frame_000060.jpg,crack,0.668,557.6,1455.0,681.4,2116.1
frame_000060.jpg,crack,0.586,2277.2,20.3,2359.7,472.3
frame_000060.jpg,crack,0.258,61.6,203.1,167.8,816.6
frame_000060.jpg,crack,0.228,629.0,309.2,775.5,1365.3
frame_000061.jpg,crack,0.706,535.8,1870.6,616.4,2154.3
frame_000061.jpg,crack,0.471,2287.3,0.0,2341.3,207.6
frame_000061.jpg,crack,0.42,2219.5,453.0,2298.2,879.1
frame_000061.jpg,crack,0.111,2288.9,0.0,2369.1,208.6
frame_000062.jpg,crack,0.387,2232.7,0.0,2340.7,616.6
frame_000062.jpg,crack,0.213,2169.6,886.5,2258.4,1313.6
frame_000063.jpg,crack,0.472,2150.4,1311.6,2232.2,1750.5
frame_000063.jpg,crack,0.24,696.4,0.0,799.2,595.6
frame_000064.jpg,crack,0.417,2139.4,1745.7,2228.9,2159.2
frame_000064.jpg,crack,0.19,722.6,0.0,833.3,498.6
frame_000064.jpg,crack,0.177,1397.0,0.0,1490.5,212.8
frame_000065.jpg,crack,0.52,1604.6,2.6,1660.5,285.9
frame_000066.jpg,crack,0.384,1593.0,386.3,1657.6,702.8
frame_000067.jpg,crack,0.531,1579.1,821.2,1647.3,1136.3
frame_000068.jpg,crack,0.59,1546.9,1262.4,1624.1,1586.7
frame_000068.jpg,crack,0.444,832.9,0.0,920.4,456.2
frame_000068.jpg,crack,0.165,652.6,864.1,851.8,2160.0
frame_000069.jpg,crack,0.694,1504.9,1685.8,1578.6,2027.1
frame_000069.jpg,crack,0.552,659.8,1257.9,804.9,2155.7
frame_000069.jpg,crack,0.367,836.1,0.0,927.3,374.6
frame_000069.jpg,crack,0.178,792.1,417.8,880.4,885.1
frame_000070.jpg,crack,0.585,652.0,1693.6,754.4,2160.0
frame_000070.jpg,crack,0.407,793.6,0.0,925.3,799.1
frame_000070.jpg,crack,0.137,2412.8,0.0,2482.0,455.2
frame_000071.jpg,crack,0.483,2308.2,962.5,2387.3,1344.4
frame_000072.jpg,crack,0.383,767.3,0.0,874.2,767.8
frame_000072.jpg,crack,0.262,2168.7,1853.7,2258.8,2157.0
frame_000072.jpg,crack,0.174,2250.9,1372.4,2331.9,1760.0
frame_000073.jpg,crack,0.754,2193.4,1783.6,2273.9,2156.4
frame_000073.jpg,crack,0.434,2232.3,1173.3,2319.2,1668.0
frame_000073.jpg,crack,0.115,770.5,0.0,840.3,222.8
frame_000074.jpg,crack,0.265,2173.9,1618.4,2259.7,2086.9
frame_000074.jpg,crack,0.209,573.9,702.1,761.4,2151.4
frame_000075.jpg,crack,0.67,550.3,1100.4,712.7,2160.0
frame_000076.jpg,crack,0.689,533.6,1520.1,658.7,2160.0
frame_000077.jpg,crack,0.118,530.6,1238.4,692.1,2160.0
frame_000078.jpg,crack,0.101,536.7,1649.0,654.6,2160.0
frame_000079.jpg,crack,0.116,723.6,0.0,822.4,103.3
frame_000080.jpg,crack,0.132,703.0,0.0,801.9,538.1
frame_000082.jpg,crack,0.576,721.6,36.6,806.3,539.1
frame_000082.jpg,crack,0.113,2285.6,0.0,2375.3,518.8
frame_000083.jpg,crack,0.469,699.9,522.6,789.7,990.7
frame_000083.jpg,crack,0.176,2157.8,1080.9,2304.5,2160.0
frame_000084.jpg,crack,0.486,2167.1,1557.4,2281.4,2160.0
frame_000084.jpg,crack,0.319,671.1,968.8,770.8,1455.7
frame_000084.jpg,crack,0.152,2238.3,1066.9,2311.5,1424.7
frame_000085.jpg,crack,0.309,629.4,1449.2,738.6,2160.0
frame_000085.jpg,crack,0.277,2332.5,0.0,2408.5,451.4
frame_000086.jpg,crack,0.597,809.4,9.2,875.7,235.0
frame_000086.jpg,crack,0.102,2298.1,85.4,2396.4,959.5
frame_000087.jpg,crack,0.284,625.6,1542.0,759.1,2152.2
frame_000087.jpg,crack,0.176,2255.0,593.9,2368.0,1433.7
frame_000087.jpg,crack,0.124,2368.8,0.0,2425.7,114.7
frame_000088.jpg,crack,0.422,2326.4,279.5,2399.1,627.6
frame_000088.jpg,crack,0.174,2218.1,1081.1,2310.0,1944.9
frame_000089.jpg,crack,0.455,2269.3,729.6,2356.4,1138.1
frame_000089.jpg,crack,0.332,2180.6,1585.1,2277.3,2160.0
frame_000089.jpg,crack,0.119,861.1,0.0,919.6,262.3
frame_000090.jpg,crack,0.596,2220.4,1270.3,2298.2,1638.6
frame_000090.jpg,crack,0.155,837.1,0.0,929.3,541.6
frame_000091.jpg,crack,0.616,2177.6,1782.1,2256.1,2145.0
frame_000091.jpg,crack,0.335,2381.5,0.0,2427.4,137.5
frame_000092.jpg,crack,0.715,2327.1,147.6,2415.1,661.2
frame_000093.jpg,crack,0.731,2280.5,658.9,2376.2,1177.5
frame_000094.jpg,crack,0.735,2238.8,1177.2,2332.0,1688.7
frame_000094.jpg,crack,0.251,2181.9,1761.7,2276.2,2160.0
frame_000095.jpg,crack,0.557,2196.5,1697.8,2288.9,2160.0
frame_000095.jpg,crack,0.457,2361.8,69.9,2424.1,349.1
frame_000096.jpg,crack,0.263,2375.9,0.0,2439.8,217.6
frame_000097.jpg,crack,0.461,2325.8,0.0,2432.2,761.0
frame_000098.jpg,crack,0.25,2362.6,53.2,2440.0,391.4
frame_000104.jpg,crack,0.313,814.7,0.0,902.4,301.7
frame_000108.jpg,crack,0.388,2253.2,3.4,2336.4,545.6
frame_000108.jpg,crack,0.154,582.6,1544.3,715.9,2160.0
frame_000109.jpg,crack,0.121,2188.7,0.0,2318.0,1006.3
frame_000113.jpg,crack,0.107,3088.2,0.0,3143.2,149.4
frame_000113.jpg,crack,0.105,676.5,0.0,768.2,186.6
frame_000114.jpg,crack,0.509,631.6,18.5,744.3,540.3
frame_000115.jpg,crack,0.737,566.7,430.2,686.8,888.2
frame_000115.jpg,crack,0.102,2021.3,0.0,2181.6,1241.1
frame_000116.jpg,crack,0.709,508.6,771.4,631.4,1223.4
frame_000116.jpg,crack,0.617,2685.1,20.3,2743.1,308.9
frame_000117.jpg,crack,0.626,447.0,1098.5,573.8,1541.9
frame_000117.jpg,crack,0.394,2623.4,357.1,2680.0,624.8
frame_000118.jpg,crack,0.609,386.2,1404.4,514.3,1856.7
frame_000118.jpg,crack,0.43,541.7,0.0,632.4,459.4
frame_000118.jpg,crack,0.201,2561.0,681.6,2621.7,948.0
frame_000119.jpg,crack,0.653,484.6,142.2,588.6,766.6
frame_000119.jpg,crack,0.635,316.7,1737.6,448.6,2158.9
frame_000119.jpg,crack,0.194,1958.3,0.0,2066.7,720.5
frame_000119.jpg,crack,0.11,2499.8,991.4,2563.7,1269.3
frame_000120.jpg,crack,0.655,425.9,455.2,537.9,1083.7
frame_000121.jpg,crack,0.73,386.6,790.3,498.6,1414.0
frame_000121.jpg,crack,0.144,1957.9,0.0,2044.0,260.0
frame_000121.jpg,crack,0.132,475.9,0.0,573.6,350.6
frame_000121.jpg,crack,0.116,2403.9,1631.2,2472.0,1920.2
frame_000122.jpg,crack,0.613,337.7,1073.7,459.9,1739.6
frame_000122.jpg,crack,0.47,1916.7,0.0,2026.5,615.5
frame_000122.jpg,crack,0.208,439.1,0.0,562.7,671.4
frame_000123.jpg,crack,0.669,301.2,1410.2,421.5,2056.5
frame_000123.jpg,crack,0.298,1934.4,0.0,2017.8,395.9
frame_000124.jpg,crack,0.688,265.7,1762.3,380.3,2156.9
frame_000124.jpg,crack,0.107,1844.6,0.0,2005.8,1265.7
frame_000125.jpg,crack,0.152,1951.5,0.0,2018.8,309.4
frame_000126.jpg,crack,0.147,1913.4,0.0,2007.7,672.1
frame_000127.jpg,crack,0.101,1880.0,0.0,2017.5,1043.4
frame_000128.jpg,crack,0.503,1936.5,0.0,2006.6,373.8
frame_000129.jpg,crack,0.536,1892.0,0.0,2007.6,757.1
frame_000129.jpg,crack,0.277,476.8,0.0,535.5,284.0
frame_000130.jpg,crack,0.56,422.2,0.0,533.7,677.6
frame_000130.jpg,crack,0.135,1839.6,0.0,1987.3,1147.1
frame_000131.jpg,crack,0.545,375.4,75.3,510.2,1085.9
frame_000132.jpg,crack,0.349,336.8,536.5,481.6,1514.6
frame_000132.jpg,crack,0.242,466.6,0.0,516.1,193.4
frame_000133.jpg,crack,0.565,429.2,0.0,528.7,626.4
frame_000133.jpg,crack,0.402,289.7,967.4,438.6,1932.3
frame_000133.jpg,crack,0.133,1723.1,1196.9,1873.7,2160.0
frame_000134.jpg,crack,0.557,248.7,1397.6,397.8,2160.0
frame_000134.jpg,crack,0.449,385.7,429.9,488.1,1064.8
frame_000135.jpg,crack,0.476,354.4,895.4,464.2,1502.4
frame_000135.jpg,crack,0.161,269.7,1845.6,358.5,2160.0
frame_000136.jpg,crack,0.451,324.2,1329.6,434.0,1939.8
frame_000137.jpg,crack,0.189,317.6,1780.8,404.8,2158.5
frame_000138.jpg,crack,0.3,1946.3,0.0,2023.8,431.2
frame_000141.jpg,crack,0.107,1809.6,1165.5,1918.4,1831.5
frame_000142.jpg,crack,0.207,539.2,0.0,587.6,184.4
frame_000143.jpg,crack,0.446,503.3,0.0,610.0,685.5
frame_000148.jpg,crack,0.395,1959.6,0.0,2036.7,447.9
frame_000148.jpg,gap_vegetation,0.257,3739.0,31.7,3794.4,132.0
frame_000148.jpg,gap_vegetation,0.117,3773.5,236.5,3839.7,356.9
frame_000149.jpg,gap_vegetation,0.337,3684.4,523.6,3739.6,614.9
frame_000150.jpg,gap_vegetation,0.402,3638.9,1011.1,3692.7,1106.6
frame_000150.jpg,gap_vegetation,0.194,3687.7,1210.4,3781.0,1316.1
frame_000150.jpg,crack,0.131,569.2,0.0,629.4,166.5
frame_000151.jpg,gap_vegetation,0.532,3580.4,1507.3,3637.3,1598.2
frame_000151.jpg,gap_vegetation,0.349,3629.4,1695.1,3734.4,1808.4
frame_000152.jpg,gap_vegetation,0.426,3518.7,2002.2,3576.0,2095.2
frame_000154.jpg,crack,0.503,1877.9,0.0,1983.0,515.9
frame_000155.jpg,crack,0.339,1817.5,0.0,1968.0,1024.6
frame_000155.jpg,gap_vegetation,0.254,3730.0,811.0,3837.6,1048.2
frame_000155.jpg,gap_vegetation,0.115,3729.8,809.9,3838.5,1165.1
frame_000156.jpg,gap_vegetation,0.414,3667.1,1353.9,3840.0,1778.6
frame_000157.jpg,gap_vegetation,0.24,3592.3,1888.3,3838.6,2160.0
frame_000157.jpg,gap_vegetation,0.234,3649.9,1542.1,3741.0,1704.9
frame_000158.jpg,gap_vegetation,0.191,3712.6,1427.9,3786.5,1549.9
frame_000159.jpg,gap_vegetation,0.14,3647.6,1949.4,3711.6,2056.0
frame_000160.jpg,crack,0.211,423.7,0.0,488.3,212.0
frame_000161.jpg,crack,0.508,342.1,79.6,440.1,681.7
frame_000162.jpg,crack,0.703,1533.4,1353.9,1684.4,2160.0
frame_000162.jpg,crack,0.632,271.8,608.1,371.7,1177.7
frame_000163.jpg,crack,0.639,196.7,1053.7,298.8,1586.5
frame_000163.jpg,crack,0.166,3580.7,147.5,3839.6,254.5
frame_000163.jpg,crack,0.141,313.9,0.0,396.5,523.4
frame_000163.jpg,crack,0.103,3580.0,149.1,3839.8,314.5
frame_000164.jpg,crack,0.658,139.8,1472.7,251.0,2080.9
frame_000165.jpg,crack,0.291,3450.2,1022.9,3840.0,1131.4
frame_000165.jpg,crack,0.209,107.6,1883.2,194.4,2160.0
frame_000165.jpg,crack,0.153,3446.1,1024.9,3839.7,1179.7
frame_000166.jpg,crack,0.27,3391.3,1438.9,3840.0,1577.5
frame_000166.jpg,crack,0.188,3394.6,1435.5,3840.0,1643.5
frame_000166.jpg,crack,0.115,3393.8,1437.2,3840.0,1732.9
frame_000167.jpg,crack,0.169,285.6,0.0,380.0,549.0
frame_000167.jpg,crack,0.136,3345.0,1844.6,3840.0,2039.7
frame_000167.jpg,crack,0.127,3347.4,1843.1,3840.0,1982.6
frame_000167.jpg,crack,0.109,3347.5,1838.2,3840.0,2149.5
frame_000168.jpg,crack,0.191,307.4,5.2,382.4,357.0
frame_000169.jpg,crack,0.145,272.9,0.0,396.8,728.3
frame_000175.jpg,crack,0.42,1518.8,0.0,1584.3,256.9
frame_000175.jpg,crack,0.204,1521.2,0.0,1613.7,251.7
frame_000176.jpg,crack,0.698,1441.5,29.6,1526.7,575.3
frame_000177.jpg,crack,0.547,1385.2,347.2,1469.8,842.7
frame_000178.jpg,crack,0.487,1407.0,6.4,1465.7,217.1
frame_000178.jpg,crack,0.181,1333.3,617.1,1419.3,1133.9
frame_000179.jpg,crack,0.44,1364.7,0.0,1454.7,491.8
frame_000182.jpg,gap_vegetation,0.227,3597.7,17.4,3668.9,129.7
frame_000182.jpg,gap_vegetation,0.186,3053.1,285.5,3159.4,390.4
frame_000182.jpg,gap_vegetation,0.132,3050.5,81.3,3191.6,394.4
frame_000182.jpg,gap_vegetation,0.128,3049.1,213.9,3179.6,394.8
frame_000183.jpg,gap_vegetation,0.61,3082.0,160.8,3188.9,268.9
frame_000183.jpg,gap_vegetation,0.343,3005.6,430.0,3159.7,742.2
frame_000183.jpg,gap_vegetation,0.251,3152.8,3.1,3214.0,103.1
frame_000183.jpg,gap_vegetation,0.172,3011.3,622.6,3121.8,734.7
frame_000183.jpg,gap_vegetation,0.127,3011.1,588.1,3131.0,733.0
frame_000183.jpg,gap_vegetation,0.103,3557.9,358.0,3624.9,467.8
frame_000183.jpg,crack,0.1,1352.1,0.0,1452.0,538.2
frame_000184.jpg,gap_vegetation,0.767,3018.2,11.2,3228.5,433.8
frame_000184.jpg,gap_vegetation,0.625,3041.7,524.2,3148.5,633.6
frame_000184.jpg,gap_vegetation,0.362,3732.3,56.6,3835.5,194.1
frame_000184.jpg,gap_vegetation,0.358,3307.8,0.6,3392.5,133.7
frame_000184.jpg,gap_vegetation,0.329,2977.7,794.7,3120.2,1092.2
frame_000184.jpg,gap_vegetation,0.316,3553.1,13.9,3631.5,127.6
frame_000184.jpg,crack,0.266,1386.1,0.0,1437.1,221.7
frame_000184.jpg,gap_vegetation,0.141,2978.8,986.6,3073.1,1088.1
frame_000184.jpg,gap_vegetation,0.126,3114.0,272.4,3186.5,420.4
frame_000184.jpg,gap_vegetation,0.12,3731.0,27.8,3838.1,231.1
frame_000184.jpg,gap_vegetation,0.118,3515.3,719.6,3587.1,828.6
frame_000185.jpg,gap_vegetation,0.788,2987.0,299.9,3196.5,837.2
frame_000185.jpg,gap_vegetation,0.655,3259.8,347.4,3360.6,493.0
frame_000185.jpg,gap_vegetation,0.572,3010.0,884.5,3121.4,1003.6
frame_000185.jpg,gap_vegetation,0.531,3696.7,424.8,3839.5,707.2
frame_000185.jpg,gap_vegetation,0.402,2945.3,1156.1,3084.4,1460.2
frame_000185.jpg,gap_vegetation,0.354,3518.3,396.4,3603.3,506.3
frame_000185.jpg,gap_vegetation,0.222,3452.0,250.0,3536.0,338.5
frame_000185.jpg,gap_vegetation,0.19,3706.5,0.0,3836.9,171.7
frame_000185.jpg,gap_vegetation,0.143,3323.6,497.1,3440.9,576.5
frame_000185.jpg,gap_vegetation,0.134,3135.8,229.7,3202.1,306.6
frame_000185.jpg,gap_vegetation,0.118,2950.8,252.4,3054.9,338.6
frame_000185.jpg,crack,0.114,1401.4,0.0,1473.8,160.3
frame_000185.jpg,gap_vegetation,0.114,2996.9,370.8,3165.5,818.8
frame_000186.jpg,gap_vegetation,0.729,2965.0,692.3,3173.8,1212.6
frame_000186.jpg,gap_vegetation,0.66,3243.3,722.7,3334.3,866.3
frame_000186.jpg,gap_vegetation,0.631,2989.3,1260.1,3096.2,1375.5
frame_000186.jpg,gap_vegetation,0.565,2917.7,1523.9,3069.7,1832.9
frame_000186.jpg,gap_vegetation,0.409,3676.6,785.8,3839.0,1095.7
frame_000186.jpg,crack,0.312,1373.3,0.0,1472.4,525.6
frame_000186.jpg,gap_vegetation,0.233,3690.5,1982.4,3835.3,2154.4
frame_000186.jpg,gap_vegetation,0.221,3493.1,765.4,3577.4,888.2
frame_000186.jpg,gap_vegetation,0.204,3671.6,253.6,3840.0,556.9
frame_000186.jpg,gap_vegetation,0.148,3441.0,623.1,3514.0,706.6
frame_000186.jpg,gap_vegetation,0.138,3053.1,50.9,3108.3,127.6
frame_000186.jpg,gap_vegetation,0.133,3413.7,128.5,3488.9,193.0
frame_000186.jpg,gap_vegetation,0.117,3101.3,605.1,3175.2,680.2
frame_000186.jpg,gap_vegetation,0.116,2923.3,619.3,3028.5,704.9
frame_000186.jpg,gap_vegetation,0.114,3295.2,869.7,3419.2,956.5
frame_000186.jpg,gap_vegetation,0.109,3459.7,1465.0,3541.1,1591.5
frame_000187.jpg,gap_vegetation,0.651,2971.7,1640.3,3082.7,1765.0
frame_000187.jpg,gap_vegetation,0.624,3219.3,1112.2,3316.8,1250.6
frame_000187.jpg,gap_vegetation,0.608,2948.7,1059.8,3156.2,1599.7
frame_000187.jpg,gap_vegetation,0.607,3438.0,13.3,3647.3,308.5
frame_000187.jpg,gap_vegetation,0.506,3657.1,1125.7,3839.6,1491.4
frame_000187.jpg,gap_vegetation,0.395,2937.5,17.0,3023.2,149.6
frame_000187.jpg,gap_vegetation,0.394,3475.6,1141.6,3563.2,1273.7
frame_000187.jpg,gap_vegetation,0.296,3428.8,23.7,3601.1,337.1
frame_000187.jpg,gap_vegetation,0.246,3645.5,633.5,3840.0,996.1
frame_000187.jpg,gap_vegetation,0.176,2868.8,213.5,2996.2,423.8
frame_000187.jpg,gap_vegetation,0.166,2910.5,215.0,2996.6,411.2
frame_000187.jpg,gap_vegetation,0.157,3416.4,1008.5,3487.4,1098.9
frame_000187.jpg,gap_vegetation,0.152,3384.7,511.2,3465.9,579.1
frame_000187.jpg,gap_vegetation,0.142,3385.7,1674.3,3519.1,1979.3
frame_000187.jpg,gap_vegetation,0.119,2904.5,1981.1,3047.3,2160.0
frame_000187.jpg,gap_vegetation,0.106,2945.4,17.8,3043.2,176.2
frame_000187.jpg,gap_vegetation,0.102,3279.2,1258.2,3380.7,1336.2
